year,college,branch,category,round,closing_rank,website
2021,Sir MVIT,MECH,3B,3,54180,https://sir-mvit.ac.in/
2021,BIT Bangalore,EEE,3A,2,27692,https://bit-bangalore.edu.in/
2022,JSS Science & Technology,ECE,1,2,118972,https://jssstuniv.in/
2021,New Horizon College of Engineering,CSE,2B,2,43502,https://newhorizon.edu.in/
2024,CMRIT,MECH,2A,3,61680,https://cmrit.ac.in/
2022,MS Engineering College,CSE,3B,2,110053,https://msengineering.edu.in/
2023,NIE Mysore,EEE,1,2,18052,https://nie.ac.in/
2024,Sapthagiri College of Engineering,ECE,2B,3,74155,https://sapthagiri.edu.in/
2021,Canara Engineering College,ECE,ST,2,108649,https://canaraengineering.in/
2024,CMR University School of Engineering,MECH,3A,1,108031,https://cmr.edu.in/
2022,BIT Bangalore,MECH,3A,2,26649,https://bit-bangalore.edu.in/
2021,CMR University School of Engineering,ISE,3B,3,107718,https://cmr.edu.in/
2022,Vemana Institute of Technology,ECE,2A,3,108971,https://vemanait.edu.in/
2024,MIT Manipal,ISE,2B,3,11140,https://manipal.edu/
2024,PESIT South,EEE,ST,3,76599,https://pes.edu/
2021,BMSCE,ISE,2A,2,5255,https://www.bmsce.ac.in/
2023,DSCE,ISE,GM,1,20908,https://www.dsce.edu.in/
2022,MVJ College of Engineering,ISE,3A,1,51300,https://mvjce.edu.in/
2024,SJCE Mysore,ECE,2A,3,17372,https://sjce.ac.in/
2023,MIT Manipal,EEE,1,2,10608,https://manipal.edu/
2024,AMC Engineering College,MECH,GM,1,107255,https://amc.edu.in/
2022,Sapthagiri College of Engineering,CSE,1,3,57746,https://sapthagiri.edu.in/
2024,T John Institute of Technology,EEE,ST,1,168546,https://tjohncollege.edu.in/
2021,Global Academy of Technology,EEE,SC,1,111184,https://gat.ac.in/
2023,New Horizon College of Engineering,MECH,ST,3,71634,https://newhorizon.edu.in/
2023,Presidency University,ECE,2A,2,86771,https://presidencyuniversity.in/
2022,Alliance University,ISE,3A,1,86538,https://alliance.edu.in/
2021,CMR University School of Engineering,ISE,GM,3,83622,https://cmr.edu.in/
2021,MIT Manipal,ECE,3B,3,12456,https://manipal.edu/
2024,Sir MVIT,ECE,3B,3,51579,https://sir-mvit.ac.in/
2022,MVJ College of Engineering,MECH,2A,1,56923,https://mvjce.edu.in/
2022,JSS Science & Technology,EEE,GM,2,116617,https://jssstuniv.in/
2023,Canara Engineering College,MECH,3A,2,81248,https://canaraengineering.in/
2022,Canara Engineering College,EEE,2B,3,79423,https://canaraengineering.in/
2023,Sir MVIT,ECE,2B,1,40888,https://sir-mvit.ac.in/
2023,Global Academy of Technology,ISE,3B,2,89826,https://gat.ac.in/
2022,BNMIT,CSE,1,2,32958,https://bnmit.org/
2023,AMC Engineering College,ISE,GM,1,92435,https://amc.edu.in/
2023,Vidyavardhaka College,EEE,1,3,74320,https://vvc.ac.in/
2024,AIT Chikmagalur,ECE,2A,3,110333,https://aitchikmagalur.edu.in/
2023,RVCE,CSE,SC,2,748,https://www.rvce.edu.in
2022,SJCE Mysore,ISE,3B,2,17707,https://sjce.ac.in/
2022,Acharya Institute of Technology,ECE,ST,2,69849,https://acharya.ac.in/
2023,NIE Mysore,ECE,1,1,16146,https://nie.ac.in/
2024,Oxford College of Engineering,CSE,ST,2,87318,https://oxford.edu.in/
2021,KSIT,MECH,2A,2,67911,https://ksit.edu.in/
2023,Vemana Institute of Technology,EEE,GM,3,101464,https://vemanait.edu.in/
2023,PESIT RR,EEE,3B,3,41453,https://pes.edu/
2021,Reva University,ISE,1,1,47240,https://reva.edu.in/
2024,Sir MVIT,ISE,ST,3,57204,https://sir-mvit.ac.in/
2022,Vidyavardhaka College,CSE,3A,3,79677,https://vvc.ac.in/
2024,Alliance University,ECE,2A,3,90070,https://alliance.edu.in/
2021,UVCE,CSE,3A,3,13987,https://uvce.ac.in/
2024,Acharya Institute of Technology,ISE,GM,2,41340,https://acharya.ac.in/
2024,PES University,EEE,SC,1,4163,https://pes.edu/
2021,Sri Siddhartha Institute,ECE,2B,1,97758,https://ssit.edu.in/
2024,BNMIT,MECH,2B,2,43055,https://bnmit.org/
2024,BIT Bangalore,EEE,2B,3,26652,https://bit-bangalore.edu.in/
2024,Global Academy of Technology,MECH,3A,2,98802,https://gat.ac.in/
2021,East Point College of Engineering,ECE,2A,1,67869,https://epce.edu.in/
2022,NIE Mysore,CSE,3B,3,19905,https://nie.ac.in/
2021,RNSIT,ECE,3A,1,30851,https://rnsit.ac.in/
2022,Sapthagiri College of Engineering,CSE,SC,1,76751,https://sapthagiri.edu.in/
2024,BMSCE,ISE,GM,2,4857,https://www.bmsce.ac.in/
2024,AIT Chikmagalur,ECE,2A,2,104368,https://aitchikmagalur.edu.in/
2023,East Point College of Engineering,CSE,ST,3,98770,https://epce.edu.in/
2022,Don Bosco Institute of Technology,EEE,2B,2,121113,https://dbit.ac.in/
2021,Sri Venkateshwara College of Engineering,ISE,2A,3,91087,https://svce.edu.in/
2022,KSIT,ECE,3A,1,60819,https://ksit.edu.in/
2021,CMR University School of Engineering,MECH,3A,3,111533,https://cmr.edu.in/
2023,BMSCE,ISE,ST,1,7602,https://www.bmsce.ac.in/
2023,MS Engineering College,EEE,ST,2,151704,https://msengineering.edu.in/
2024,Bangalore Institute of Technology North Campus,EEE,3A,1,129486,https://bit.edu.in/
2023,MSRIT,ECE,3A,3,9075,https://www.msrit.edu/
2022,Reva University,EEE,GM,1,51825,https://reva.edu.in/
2021,AIT Chikmagalur,CSE,2A,1,88918,https://aitchikmagalur.edu.in/
2024,Adichunchanagiri Institute,MECH,GM,1,89661,https://acoe.edu.in/
2023,New Horizon College of Engineering,ECE,GM,2,41592,https://newhorizon.edu.in/
2024,Reva University,MECH,GM,2,56542,https://reva.edu.in/
2023,PES University,ISE,3A,3,3579,https://pes.edu/
2024,Alliance University,ECE,1,1,78389,https://alliance.edu.in/
2023,Alliance University,ECE,2A,3,87262,https://alliance.edu.in/
2021,Dayananda Sagar Academy,ISE,3B,1,118311,https://dsacademy.edu.in/
2022,DSCE,ISE,3B,1,27015,https://www.dsce.edu.in/
2021,CMRIT,CSE,ST,1,63893,https://cmrit.ac.in/
2024,CMR University School of Engineering,ISE,1,2,86646,https://cmr.edu.in/
2021,BNMIT,ECE,ST,2,54637,https://bnmit.org/
2022,T John Institute of Technology,ECE,3B,2,134455,https://tjohncollege.edu.in/
2024,RNSIT,CSE,3A,1,30175,https://rnsit.ac.in/
2023,MIT Manipal,CSE,3A,3,11664,https://manipal.edu/
2024,AMC Engineering College,ISE,2B,2,118045,https://amc.edu.in/
2021,BMSCE,MECH,GM,3,5717,https://www.bmsce.ac.in/
2023,RVCE,EEE,ST,3,1006,https://www.rvce.edu.in
2021,BMSIT Bangalore,CSE,ST,1,34726,https://bmsit.ac.in/
2024,Dayananda Sagar Academy,EEE,GM,3,113986,https://dsacademy.edu.in/
2021,Vidya Vikas Institute,ISE,3B,2,84628,https://vvit.ac.in/
2023,MS Engineering College,ISE,2B,1,103079,https://msengineering.edu.in/
2024,KSSEM Bangalore,ISE,3B,2,86179,https://kssem.edu.in/
2021,Oxford College of Engineering,CSE,1,2,57903,https://oxford.edu.in/
2022,BIT Bangalore,CSE,GM,1,18423,https://bit-bangalore.edu.in/
2021,Alliance University,CSE,2B,2,84107,https://alliance.edu.in/
2023,Sri Siddhartha Institute,MECH,SC,1,138618,https://ssit.edu.in/
2024,Siddaganga Institute,MECH,2B,2,24793,https://sit.ac.in/
2024,KSIT,ECE,3A,2,64227,https://ksit.edu.in/
2024,Acharya Institute of Technology,CSE,3A,2,49223,https://acharya.ac.in/
2022,Global Academy of Technology,ECE,GM,3,74371,https://gat.ac.in/
2022,CMRIT,EEE,2B,3,59869,https://cmrit.ac.in/
2024,KSIT,ECE,SC,2,82452,https://ksit.edu.in/
2024,Vidya Jyothi Institute,ECE,2A,3,114615,https://vji.ac.in/
2023,UVCE,ECE,2B,2,13317,https://uvce.ac.in/
2023,PESIT RR,ISE,2A,1,32036,https://pes.edu/
2024,Vemana Institute of Technology,CSE,ST,3,144721,https://vemanait.edu.in/
2024,MSRIT,CSE,ST,3,11603,https://www.msrit.edu/
2022,East Point College of Engineering,CSE,2B,2,63650,https://epce.edu.in/
2021,RVCE,ECE,3A,1,667,https://www.rvce.edu.in
2021,DSCE,ISE,3B,2,29282,https://www.dsce.edu.in/
2024,Sri Siddhartha Institute,ECE,3B,2,105364,https://ssit.edu.in/
2021,Vidya Jyothi Institute,MECH,GM,1,100110,https://vji.ac.in/
2021,Acharya Institute of Technology,ECE,3B,1,51360,https://acharya.ac.in/
2023,East Point College of Engineering,ECE,GM,1,58070,https://epce.edu.in/
2021,New Horizon College of Engineering,EEE,2A,3,49697,https://newhorizon.edu.in/
2021,RNSIT,EEE,3A,1,35414,https://rnsit.ac.in/
2022,BNMIT,ECE,2B,1,35631,https://bnmit.org/
2021,PES University,ISE,2B,1,2982,https://pes.edu/
2023,KLE Tech Hubli,CSE,3B,2,60436,https://kletech.ac.in/
2021,MIT Manipal,CSE,GM,2,9150,https://manipal.edu/
2022,BMSCE,CSE,GM,3,4792,https://www.bmsce.ac.in/
2023,NIE Mysore,ECE,1,2,18231,https://nie.ac.in/
2023,BMSCE,MECH,3B,2,6968,https://www.bmsce.ac.in/
2023,Alliance University,CSE,2B,2,80926,https://alliance.edu.in/
2021,BNMIT,EEE,2B,2,39740,https://bnmit.org/
2023,Presidency University,MECH,2B,2,95478,https://presidencyuniversity.in/
2023,Global Academy of Technology,ISE,1,1,67188,https://gat.ac.in/
2022,Oxford College of Engineering,ECE,3A,3,71435,https://oxford.edu.in/
2022,JSSATE Bangalore,ISE,2B,3,39526,https://jssateb.ac.in/
2024,Alliance University,EEE,GM,1,78189,https://alliance.edu.in/
2021,AIT Chikmagalur,ECE,1,3,100356,https://aitchikmagalur.edu.in/
2021,Reva University,ECE,ST,3,87722,https://reva.edu.in/
2024,KSIT,CSE,3A,3,66083,https://ksit.edu.in/
2024,RVCE,EEE,1,3,632,https://www.rvce.edu.in
2022,Don Bosco Institute of Technology,CSE,2A,1,98050,https://dbit.ac.in/
2022,NIE Mysore,MECH,1,1,17897,https://nie.ac.in/
2024,Alliance University,EEE,2A,2,89053,https://alliance.edu.in/
2024,MVJ College of Engineering,EEE,GM,3,54196,https://mvjce.edu.in/
2024,KLE Tech Hubli,MECH,3A,1,64312,https://kletech.ac.in/
2023,BMSIT Bangalore,CSE,GM,2,24273,https://bmsit.ac.in/
2024,Sri Venkateshwara College of Engineering,ISE,2B,2,86856,https://svce.edu.in/
2022,Bangalore Institute of Technology North Campus,ISE,2B,3,131190,https://bit.edu.in/
2024,Vidyavardhaka College,ECE,1,2,74162,https://vvc.ac.in/
2024,PESIT RR,ECE,GM,3,30955,https://pes.edu/
2024,PES University,CSE,2B,2,3039,https://pes.edu/
2022,RVCE,ECE,3A,2,701,https://www.rvce.edu.in
2021,Oxford College of Engineering,ECE,SC,2,83800,https://oxford.edu.in/
2024,Vemana Institute of Technology,MECH,2B,2,117136,https://vemanait.edu.in/
2021,Vidya Vikas Institute,ISE,1,3,76021,https://vvit.ac.in/
2024,Don Bosco Institute of Technology,MECH,GM,3,116024,https://dbit.ac.in/
2021,Oxford College of Engineering,ISE,1,2,61018,https://oxford.edu.in/
2021,KSIT,EEE,3B,3,73118,https://ksit.edu.in/
2022,JSS Science & Technology,ISE,GM,1,99104,https://jssstuniv.in/
2022,KLE Tech Hubli,CSE,2A,1,48990,https://kletech.ac.in/
2023,Canara Engineering College,ISE,3A,1,67771,https://canaraengineering.in/
2024,AIT Chikmagalur,ISE,ST,2,146579,https://aitchikmagalur.edu.in/
2021,Sri Venkateshwara College of Engineering,ECE,3B,1,97882,https://svce.edu.in/
2023,Don Bosco Institute of Technology,MECH,3A,2,134274,https://dbit.ac.in/
2023,KSSEM Bangalore,ISE,ST,2,113778,https://kssem.edu.in/
2022,New Horizon College of Engineering,EEE,GM,1,39847,https://newhorizon.edu.in/
2024,SJCE Mysore,MECH,GM,3,16317,https://sjce.ac.in/
2023,MS Engineering College,ISE,ST,1,132212,https://msengineering.edu.in/
2022,PESIT South,CSE,GM,2,38139,https://pes.edu/
2023,Sri Venkateshwara College of Engineering,ISE,1,2,77658,https://svce.edu.in/
2021,PESIT RR,ECE,3A,3,36928,https://pes.edu/
2023,BIT Bangalore,ISE,2B,3,24779,https://bit-bangalore.edu.in/
2024,Sri Siddhartha Institute,MECH,1,2,99919,https://ssit.edu.in/
2022,DSCE,MECH,2A,3,30066,https://www.dsce.edu.in/
2021,T John Institute of Technology,EEE,1,1,105099,https://tjohncollege.edu.in/
2023,Vemana Institute of Technology,CSE,SC,1,119017,https://vemanait.edu.in/
2022,Oxford College of Engineering,MECH,SC,3,96552,https://oxford.edu.in/
2022,T John Institute of Technology,EEE,SC,3,178403,https://tjohncollege.edu.in/
2022,Reva University,MECH,3B,3,74125,https://reva.edu.in/
2024,SJCE Mysore,EEE,1,1,15797,https://sjce.ac.in/
2024,DSCE,EEE,3A,2,28652,https://www.dsce.edu.in/
2024,RVCE,ISE,ST,1,862,https://www.rvce.edu.in
2021,DSCE,MECH,2A,3,30593,https://www.dsce.edu.in/
2022,MVJ College of Engineering,ISE,1,2,50291,https://mvjce.edu.in/
2021,Presidency University,EEE,GM,2,77204,https://presidencyuniversity.in/
2021,MVJ College of Engineering,EEE,2A,2,58704,https://mvjce.edu.in/
2023,Siddaganga Institute,EEE,3B,2,25885,https://sit.ac.in/
2021,MVJ College of Engineering,ECE,1,3,52378,https://mvjce.edu.in/
2021,Sapthagiri College of Engineering,ECE,SC,1,86894,https://sapthagiri.edu.in/
2024,RNSIT,EEE,GM,1,27606,https://rnsit.ac.in/
2021,AIT Chikmagalur,ISE,2A,2,97021,https://aitchikmagalur.edu.in/
2024,KSIT,EEE,3B,1,72802,https://ksit.edu.in/
2023,CMR University School of Engineering,CSE,2A,1,82891,https://cmr.edu.in/
2021,New Horizon College of Engineering,ECE,SC,1,56263,https://newhorizon.edu.in/
2024,BMSIT Bangalore,MECH,2A,2,29715,https://bmsit.ac.in/
2023,Global Academy of Technology,ISE,3A,2,82080,https://gat.ac.in/
2023,BIT Bangalore,ISE,3B,2,26579,https://bit-bangalore.edu.in/
2024,PES University,CSE,2B,3,3099,https://pes.edu/
2024,T John Institute of Technology,MECH,2B,1,129630,https://tjohncollege.edu.in/
2024,Adichunchanagiri Institute,ECE,3B,2,113875,https://acoe.edu.in/
2022,DSCE,CSE,1,1,20796,https://www.dsce.edu.in/
2023,BMSIT Bangalore,MECH,3B,2,35696,https://bmsit.ac.in/
2021,DSCE,EEE,2A,2,28385,https://www.dsce.edu.in/
2023,RNSIT,CSE,ST,1,39913,https://rnsit.ac.in/
2021,SJCE Mysore,EEE,3A,1,17617,https://sjce.ac.in/
2023,KLE Tech Hubli,EEE,1,2,56238,https://kletech.ac.in/
2024,BMSCE,ECE,2B,3,6341,https://www.bmsce.ac.in/
2024,Sapthagiri College of Engineering,MECH,SC,2,99633,https://sapthagiri.edu.in/
2022,T John Institute of Technology,MECH,2A,1,122332,https://tjohncollege.edu.in/
2021,Adichunchanagiri Institute,CSE,2A,1,87339,https://acoe.edu.in/
2024,T John Institute of Technology,MECH,1,2,122895,https://tjohncollege.edu.in/
2023,Vidyavardhaka College,MECH,ST,2,113134,https://vvc.ac.in/
2021,AIT Chikmagalur,ISE,3B,3,112684,https://aitchikmagalur.edu.in/
2024,Acharya Institute of Technology,ECE,2B,2,50725,https://acharya.ac.in/
2022,Sri Venkateshwara College of Engineering,ISE,2A,3,91201,https://svce.edu.in/
2022,KLE Tech Hubli,ECE,3B,3,69944,https://kletech.ac.in/
2024,KSIT,ISE,3B,3,70200,https://ksit.edu.in/
2024,RVCE,ECE,1,2,607,https://www.rvce.edu.in
2023,New Horizon College of Engineering,ECE,2B,3,48129,https://newhorizon.edu.in/
2022,Sapthagiri College of Engineering,MECH,2B,2,74156,https://sapthagiri.edu.in/
2021,Canara Engineering College,EEE,SC,3,103892,https://canaraengineering.in/
2024,CMRIT,ISE,3B,1,50616,https://cmrit.ac.in/
2024,KSIT,MECH,2B,2,67893,https://ksit.edu.in/
2021,PESIT South,ISE,3A,3,48411,https://pes.edu/
2023,Sri Venkateshwara College of Engineering,EEE,GM,1,78080,https://svce.edu.in/
2021,CMR University School of Engineering,MECH,2B,1,95747,https://cmr.edu.in/
2022,BMSCE,ISE,2A,1,4956,https://www.bmsce.ac.in/
2023,MVJ College of Engineering,CSE,2B,1,50767,https://mvjce.edu.in/
2023,AMC Engineering College,ISE,ST,3,176021,https://amc.edu.in/
2021,SJCE Mysore,MECH,2A,1,16047,https://sjce.ac.in/
2023,East Point College of Engineering,ECE,ST,2,102955,https://epce.edu.in/
2024,Global Academy of Technology,ISE,1,3,72629,https://gat.ac.in/
2022,CMRIT,EEE,1,2,49816,https://cmrit.ac.in/
2024,CMR University School of Engineering,ISE,SC,2,125414,https://cmr.edu.in/
2024,East Point College of Engineering,ECE,1,1,62803,https://epce.edu.in/
2023,MSRIT,ECE,2A,2,8504,https://www.msrit.edu/
2024,DSCE,EEE,2B,2,28938,https://www.dsce.edu.in/
2023,Canara Engineering College,ISE,1,3,69828,https://canaraengineering.in/
2022,Vidya Vikas Institute,CSE,ST,3,108487,https://vvit.ac.in/
2024,KSSEM Bangalore,MECH,3B,1,96668,https://kssem.edu.in/
2024,Dayananda Sagar Academy,ISE,SC,1,138517,https://dsacademy.edu.in/
2024,Vemana Institute of Technology,ISE,3B,1,107963,https://vemanait.edu.in/
2023,JSSATE Bangalore,CSE,3B,1,38702,https://jssateb.ac.in/
2021,Oxford College of Engineering,ECE,2A,1,60380,https://oxford.edu.in/
2024,CMRIT,CSE,SC,2,64155,https://cmrit.ac.in/
2022,BMSIT Bangalore,CSE,SC,1,34340,https://bmsit.ac.in/
2022,NIE Mysore,CSE,GM,3,15175,https://nie.ac.in/
2021,East Point College of Engineering,ECE,3A,1,68754,https://epce.edu.in/
2024,New Horizon College of Engineering,CSE,3A,3,43579,https://newhorizon.edu.in/
2022,MVJ College of Engineering,MECH,ST,3,87991,https://mvjce.edu.in/
2023,Adichunchanagiri Institute,ECE,3A,1,98372,https://acoe.edu.in/
2022,AIT Chikmagalur,CSE,GM,3,86105,https://aitchikmagalur.edu.in/
2023,MVJ College of Engineering,CSE,3B,1,55459,https://mvjce.edu.in/
2022,Vidya Jyothi Institute,EEE,2A,1,111141,https://vji.ac.in/
2023,NIE Mysore,CSE,GM,1,14927,https://nie.ac.in/
2023,T John Institute of Technology,ECE,2A,3,119902,https://tjohncollege.edu.in/
2022,Dayananda Sagar Academy,MECH,3B,1,131363,https://dsacademy.edu.in/
2024,Bangalore Institute of Technology North Campus,CSE,2A,2,106591,https://bit.edu.in/
2024,PESIT South,ISE,ST,2,61424,https://pes.edu/
2022,BNMIT,EEE,2B,3,39443,https://bnmit.org/
2023,Adichunchanagiri Institute,MECH,ST,2,157455,https://acoe.edu.in/
2023,Reva University,CSE,ST,2,76382,https://reva.edu.in/
2024,PESIT South,ISE,2B,3,49347,https://pes.edu/
2022,Sri Venkateshwara College of Engineering,CSE,3A,2,85149,https://svce.edu.in/
2021,RNSIT,ISE,3B,3,34909,https://rnsit.ac.in/
2021,AIT Chikmagalur,EEE,GM,2,94425,https://aitchikmagalur.edu.in/
2023,BMSIT Bangalore,CSE,2A,2,25616,https://bmsit.ac.in/
2023,Sri Venkateshwara College of Engineering,ISE,SC,1,108243,https://svce.edu.in/
2022,New Horizon College of Engineering,MECH,ST,2,67320,https://newhorizon.edu.in/
2023,MIT Manipal,MECH,2A,1,11251,https://manipal.edu/
2024,New Horizon College of Engineering,ISE,3B,1,45848,https://newhorizon.edu.in/
2024,Vidya Vikas Institute,ECE,ST,2,111877,https://vvit.ac.in/
2021,JSS Science & Technology,ISE,3A,2,128448,https://jssstuniv.in/
2022,AMC Engineering College,EEE,3A,2,137918,https://amc.edu.in/
2021,Don Bosco Institute of Technology,EEE,GM,1,94501,https://dbit.ac.in/
2024,Global Academy of Technology,MECH,2B,3,93925,https://gat.ac.in/
2022,SJCE Mysore,ISE,ST,1,21422,https://sjce.ac.in/
2023,Global Academy of Technology,ECE,2A,1,73097,https://gat.ac.in/
2021,T John Institute of Technology,EEE,SC,1,155924,https://tjohncollege.edu.in/
2021,SJCE Mysore,ECE,GM,1,13909,https://sjce.ac.in/
2024,SJCE Mysore,EEE,3B,3,18903,https://sjce.ac.in/
2022,BMSIT Bangalore,MECH,3B,1,33731,https://bmsit.ac.in/
2024,JSS Science & Technology,ECE,GM,3,117171,https://jssstuniv.in/
2024,East Point College of Engineering,ISE,1,2,65250,https://epce.edu.in/
2021,Reva University,EEE,1,3,58920,https://reva.edu.in/
2021,New Horizon College of Engineering,ISE,3B,1,44260,https://newhorizon.edu.in/
2021,NIE Mysore,MECH,3B,1,20923,https://nie.ac.in/
2021,CMRIT,EEE,2B,2,55061,https://cmrit.ac.in/
2022,East Point College of Engineering,ECE,3A,2,76717,https://epce.edu.in/
2021,BNMIT,EEE,2A,2,38185,https://bnmit.org/
2022,Alliance University,ISE,GM,1,70764,https://alliance.edu.in/
2024,Sapthagiri College of Engineering,ISE,ST,2,96443,https://sapthagiri.edu.in/
2022,Presidency University,EEE,1,2,85432,https://presidencyuniversity.in/
2024,KSSEM Bangalore,EEE,3A,3,94155,https://kssem.edu.in/
2024,CMRIT,ISE,ST,1,68080,https://cmrit.ac.in/
2021,Sri Venkateshwara College of Engineering,ISE,SC,2,114193,https://svce.edu.in/
2023,Dayananda Sagar Academy,ISE,2A,3,108613,https://dsacademy.edu.in/
2024,PESIT South,CSE,3B,2,46847,https://pes.edu/
2023,PESIT RR,EEE,1,1,31295,https://pes.edu/
2021,MS Engineering College,ISE,GM,1,85349,https://msengineering.edu.in/
2023,AMC Engineering College,ECE,ST,2,163153,https://amc.edu.in/
2021,AMC Engineering College,ECE,SC,3,162530,https://amc.edu.in/
2023,Sri Siddhartha Institute,ISE,3B,3,107229,https://ssit.edu.in/
2022,Sri Siddhartha Institute,EEE,1,1,92988,https://ssit.edu.in/
2024,RNSIT,CSE,3B,3,33555,https://rnsit.ac.in/
2021,Vemana Institute of Technology,EEE,1,3,105371,https://vemanait.edu.in/
2021,CMR University School of Engineering,ECE,3A,1,96753,https://cmr.edu.in/
2023,BNMIT,ISE,2A,3,35942,https://bnmit.org/
2024,Acharya Institute of Technology,ISE,3A,1,46199,https://acharya.ac.in/
2023,DSCE,ISE,3A,2,28411,https://www.dsce.edu.in/
2021,Dayananda Sagar Academy,CSE,SC,2,143399,https://dsacademy.edu.in/
2021,Sir MVIT,ECE,ST,2,61556,https://sir-mvit.ac.in/
2023,MIT Manipal,EEE,GM,1,9654,https://manipal.edu/
2023,BIT Bangalore,MECH,3B,1,27103,https://bit-bangalore.edu.in/
2023,JSS Science & Technology,ECE,ST,1,166337,https://jssstuniv.in/
2023,BNMIT,ECE,GM,3,36154,https://bnmit.org/
2021,MS Engineering College,ECE,1,1,97428,https://msengineering.edu.in/
2024,AMC Engineering College,ISE,ST,2,169121,https://amc.edu.in/
2023,RNSIT,ISE,GM,3,27716,https://rnsit.ac.in/
2022,NIE Mysore,ECE,3B,1,20702,https://nie.ac.in/
2021,Vidya Vikas Institute,CSE,GM,1,62653,https://vvit.ac.in/
2024,JSS Science & Technology,EEE,ST,1,176437,https://jssstuniv.in/
2022,PESIT South,ISE,2A,1,41124,https://pes.edu/
2022,Reva University,ECE,2B,1,56846,https://reva.edu.in/
2022,New Horizon College of Engineering,ECE,1,3,45757,https://newhorizon.edu.in/
2022,CMR University School of Engineering,MECH,SC,1,127838,https://cmr.edu.in/
2021,PESIT RR,ECE,3B,3,41406,https://pes.edu/
2023,Don Bosco Institute of Technology,CSE,GM,1,89967,https://dbit.ac.in/
2022,New Horizon College of Engineering,ECE,GM,3,41099,https://newhorizon.edu.in/
2023,RNSIT,ISE,GM,1,24492,https://rnsit.ac.in/
2021,Sri Venkateshwara College of Engineering,CSE,3A,1,81167,https://svce.edu.in/
2022,MIT Manipal,MECH,GM,1,10523,https://manipal.edu/
2024,PESIT South,EEE,SC,2,64171,https://pes.edu/
2022,Vidya Vikas Institute,ISE,SC,3,106424,https://vvit.ac.in/
2022,JSS Science & Technology,ECE,2A,1,116839,https://jssstuniv.in/
2021,Reva University,ECE,SC,3,77877,https://reva.edu.in/
2024,Global Academy of Technology,ECE,2A,2,83209,https://gat.ac.in/
2022,UVCE,ISE,2B,2,13572,https://uvce.ac.in/
2021,Adichunchanagiri Institute,MECH,2A,1,96332,https://acoe.edu.in/
2024,KLE Tech Hubli,CSE,1,3,53385,https://kletech.ac.in/
2021,JSSATE Bangalore,ECE,2A,1,37097,https://jssateb.ac.in/
2021,Oxford College of Engineering,EEE,GM,1,55876,https://oxford.edu.in/
2024,PESIT RR,ECE,2A,3,33999,https://pes.edu/
2024,BNMIT,EEE,ST,2,55726,https://bnmit.org/
2023,KSIT,MECH,SC,2,93570,https://ksit.edu.in/
2021,PESIT RR,EEE,3A,2,40072,https://pes.edu/
2021,Canara Engineering College,ECE,2B,1,69065,https://canaraengineering.in/
2021,Canara Engineering College,MECH,SC,3,116263,https://canaraengineering.in/
2024,Dayananda Sagar Academy,EEE,2B,3,134862,https://dsacademy.edu.in/
2022,Don Bosco Institute of Technology,CSE,3A,2,114351,https://dbit.ac.in/
2021,BNMIT,MECH,3B,2,44027,https://bnmit.org/
2023,Sir MVIT,ISE,3A,3,47113,https://sir-mvit.ac.in/
2023,East Point College of Engineering,MECH,SC,1,102767,https://epce.edu.in/
2021,Global Academy of Technology,EEE,1,3,81808,https://gat.ac.in/
2021,Canara Engineering College,CSE,2A,3,71616,https://canaraengineering.in/
2022,Bangalore Institute of Technology North Campus,ISE,3B,1,129183,https://bit.edu.in/
2022,DSCE,MECH,SC,3,39882,https://www.dsce.edu.in/
2024,T John Institute of Technology,ECE,SC,2,159119,https://tjohncollege.edu.in/
2024,KSSEM Bangalore,CSE,3A,2,79231,https://kssem.edu.in/
2022,JSS Science & Technology,CSE,GM,2,103725,https://jssstuniv.in/
2022,KSIT,ISE,2B,3,67571,https://ksit.edu.in/
2024,Vidya Jyothi Institute,ISE,3A,1,104314,https://vji.ac.in/
2021,PES University,CSE,2A,1,2685,https://pes.edu/
2022,RVCE,EEE,2A,2,634,https://www.rvce.edu.in
2024,MVJ College of Engineering,MECH,1,2,54444,https://mvjce.edu.in/
2023,JSSATE Bangalore,EEE,1,1,35823,https://jssateb.ac.in/
2023,Vidyavardhaka College,MECH,2A,2,79959,https://vvc.ac.in/
2021,Sri Siddhartha Institute,CSE,2B,3,90646,https://ssit.edu.in/
2022,DSCE,ECE,SC,2,37073,https://www.dsce.edu.in/
2024,PESIT South,MECH,SC,2,68457,https://pes.edu/
2021,SJCE Mysore,MECH,2B,3,18151,https://sjce.ac.in/
2024,T John Institute of Technology,ECE,2A,3,118403,https://tjohncollege.edu.in/
2023,AMC Engineering College,EEE,3B,2,142938,https://amc.edu.in/
2022,AMC Engineering College,EEE,GM,2,109441,https://amc.edu.in/
2022,JSSATE Bangalore,MECH,2A,2,41163,https://jssateb.ac.in/
2022,Sri Siddhartha Institute,ECE,3A,1,94011,https://ssit.edu.in/
2024,Dayananda Sagar Academy,MECH,3B,1,136752,https://dsacademy.edu.in/
2021,CMRIT,ISE,SC,2,65045,https://cmrit.ac.in/
2022,Adichunchanagiri Institute,MECH,1,3,101311,https://acoe.edu.in/
2023,MS Engineering College,ECE,GM,2,92401,https://msengineering.edu.in/
2021,SJCE Mysore,EEE,ST,2,25338,https://sjce.ac.in/
2023,DSCE,ISE,3B,1,26370,https://www.dsce.edu.in/
